txId,hub_type,hub_in_degree,hub_out_degree,anomalousness_score,z_in,z_out,subgraph_has_illicit,subgraph_all_unknown,timestep
269905669,fanin,95,0,0.5783658377303428,23.995645851593043,-0.6069984913878699,True,False,25
156313815,fanin,95,1,0.5783658377303428,23.995645851593043,-0.07922022511825813,False,False,45
308007318,fanin,94,0,0.5753137539577492,23.739964745973666,-0.6069984913878699,False,False,22
11193869,fanin,93,1,0.5722453920586817,23.48428364035429,-0.07922022511825813,False,False,45
13333148,fanin,93,0,0.5722453920586817,23.48428364035429,-0.6069984913878699,False,False,41
178102917,fanin,93,1,0.5722453920586817,23.48428364035429,-0.07922022511825813,False,False,47
73327121,fanin,93,0,0.5722453920586817,23.48428364035429,-0.6069984913878699,False,False,42
29359565,fanin,93,0,0.5722453920586817,23.48428364035429,-0.6069984913878699,False,False,42
339120938,fanin,93,1,0.5722453920586817,23.48428364035429,-0.07922022511825813,False,False,13
12780542,fanin,92,1,0.5691604887655423,23.228602534734915,-0.07922022511825813,False,False,41
72753731,fanin,92,1,0.5691604887655423,23.228602534734915,-0.07922022511825813,False,False,42
35617620,fanin,92,1,0.5691604887655423,23.228602534734915,-0.07922022511825813,False,False,45
179084283,fanin,91,0,0.5660587736368614,22.972921429115537,-0.6069984913878699,True,False,9
12987200,fanin,91,0,0.5660587736368614,22.972921429115537,-0.6069984913878699,False,False,41
94256093,fanin,91,1,0.5660587736368614,22.972921429115537,-0.07922022511825813,False,False,43
12649359,fanin,90,1,0.5629399687806012,22.71724032349616,-0.07922022511825813,False,False,42
106302011,fanin,90,1,0.5629399687806012,22.71724032349616,-0.07922022511825813,False,False,44
29131565,fanin,90,0,0.5629399687806012,22.71724032349616,-0.6069984913878699,True,False,37
3509407,fanin,90,1,0.5629399687806012,22.71724032349616,-0.07922022511825813,False,False,46
121855456,fanin,89,0,0.5598037885635831,22.461559217876786,-0.6069984913878699,False,False,6
100074684,fanin,89,0,0.5598037885635831,22.461559217876786,-0.6069984913878699,True,False,21
382989698,fanin,88,1,0.5566499393061832,22.20587811225741,-0.07922022511825813,True,False,31
121225693,fanin,88,0,0.5566499393061832,22.20587811225741,-0.6069984913878699,False,False,45
156066467,fanin,88,1,0.5566499393061832,22.20587811225741,-0.07922022511825813,False,False,45
108292235,fanin,86,0,0.550288016777079,21.694515901018658,-0.6069984913878699,False,False,45
217133736,fanin,86,0,0.550288016777079,21.694515901018658,-0.6069984913878699,False,False,36
70449784,fanin,86,1,0.550288016777079,21.694515901018658,-0.07922022511825813,False,False,35
156166434,fanin,86,0,0.550288016777079,21.694515901018658,-0.6069984913878699,False,False,45
115214695,fanin,85,0,0.5470793129409001,21.43883479539928,-0.6069984913878699,False,False,38
14952222,fanin,85,0,0.5470793129409001,21.43883479539928,-0.6069984913878699,False,False,46
67627706,fanin,84,0,0.5438516782058541,21.183153689779903,-0.6069984913878699,False,False,35
1454780,fanin,84,1,0.5438516782058541,21.183153689779903,-0.07922022511825813,False,False,43
94648557,fanin,84,0,0.5438516782058541,21.183153689779903,-0.6069984913878699,True,False,7
163804154,fanin,83,0,0.5406047734960916,20.92747258416053,-0.6069984913878699,False,False,29
31168505,fanin,83,0,0.5406047734960916,20.92747258416053,-0.6069984913878699,False,False,40
234891829,fanin,83,0,0.5406047734960916,20.92747258416053,-0.6069984913878699,False,False,11
36838022,fanin,83,1,0.5406047734960916,20.92747258416053,-0.07922022511825813,False,False,40
308007729,fanin,83,0,0.5406047734960916,20.92747258416053,-0.6069984913878699,False,False,22
106877725,fanin,82,0,0.5373382494911348,20.671791478541152,-0.6069984913878699,False,False,49
9466,fanin,82,0,0.5373382494911348,20.671791478541152,-0.6069984913878699,False,False,48
70371756,fanin,82,0,0.5373382494911348,20.671791478541152,-0.6069984913878699,False,False,35
80664766,fanin,82,0,0.5373382494911348,20.671791478541152,-0.6069984913878699,False,False,40
70245019,fanin,82,0,0.5373382494911348,20.671791478541152,-0.6069984913878699,False,False,36
106001186,fanin,81,0,0.5340517461872339,20.416110372921775,-0.6069984913878699,True,False,44
156328432,fanin,81,0,0.5340517461872339,20.416110372921775,-0.6069984913878699,False,False,45
12781074,fanin,81,1,0.5340517461872339,20.416110372921775,-0.07922022511825813,False,False,41
339265345,fanin,81,0,0.5340517461872339,20.416110372921775,-0.6069984913878699,True,False,13
191163183,fanin,80,0,0.5307448924342753,20.1604292673024,-0.6069984913878699,False,False,8
97499027,fanin,80,0,0.5307448924342753,20.1604292673024,-0.6069984913878699,False,False,40
72748868,fanin,79,1,0.5274173054465572,19.904748161683024,-0.07922022511825813,False,False,42
22837855,fanin,79,1,0.5274173054465572,19.904748161683024,-0.07922022511825813,False,False,4
372825885,fanin,78,0,0.5240685902856071,19.649067056063647,-0.6069984913878699,False,False,22
163828447,fanin,78,1,0.5240685902856071,19.649067056063647,-0.07922022511825813,False,False,29
94640561,fanin,78,0,0.5240685902856071,19.649067056063647,-0.6069984913878699,False,False,7
121654821,fanin,154,2,0.5206983393130615,39.08083108313623,0.44855804115135367,False,False,6
100832039,fanin,77,0,0.5206983393130615,19.393385950444273,-0.6069984913878699,False,False,35
115186990,fanin,76,1,0.5173061316114635,19.137704844824896,-0.07922022511825813,False,False,38
22837835,fanin,76,1,0.5173061316114635,19.137704844824896,-0.07922022511825813,False,False,4
378476200,fanin,76,0,0.5173061316114635,19.137704844824896,-0.6069984913878699,False,False,16
73279924,fanin,76,0,0.5173061316114635,19.137704844824896,-0.6069984913878699,True,False,42
73005229,fanin,75,1,0.5138915323706487,18.88202373920552,-0.07922022511825813,False,False,42
163824318,fanin,75,1,0.5138915323706487,18.88202373920552,-0.07922022511825813,False,False,29
373110164,fanin,75,0,0.5138915323706487,18.88202373920552,-0.6069984913878699,False,False,22
94610653,fanin,74,0,0.5104540922371865,18.626342633586145,-0.6069984913878699,False,False,7
73405590,fanin,73,0,0.5069933466241217,18.370661527966767,-0.6069984913878699,True,False,42
43479990,fanin,72,0,0.5035088149780135,18.11498042234739,-0.6069984913878699,False,False,10
55939055,fanin,72,0,0.5035088149780135,18.11498042234739,-0.6069984913878699,True,False,35
121801433,fanin,71,0,0.5,17.859299316728016,-0.6069984913878699,False,False,6
5003060,fanin,71,0,0.5,17.859299316728016,-0.6069984913878699,True,False,43
133876531,fanin,71,0,0.5,17.859299316728016,-0.6069984913878699,False,False,46
84741981,fanin,71,1,0.5,17.859299316728016,-0.07922022511825813,False,False,26
372881147,fanin,70,0,0.49646638681731176,17.60361821110864,-0.6069984913878699,False,False,22
113892200,fanin,70,0,0.49646638681731176,17.60361821110864,-0.6069984913878699,False,False,21
73449392,fanin,70,0,0.49646638681731176,17.60361821110864,-0.6069984913878699,False,False,42
121603995,fanin,69,0,0.4929074421013272,17.347937105489265,-0.6069984913878699,False,False,6
84712358,fanin,69,1,0.4929074421013272,17.347937105489265,-0.07922022511825813,True,False,26
4261635,fanin,69,1,0.4929074421013272,17.347937105489265,-0.07922022511825813,False,False,40
144222637,fanin,69,1,0.4929074421013272,17.347937105489265,-0.07922022511825813,False,False,45
218468774,fanin,69,0,0.4929074421013272,17.347937105489265,-0.6069984913878699,False,False,47
372551893,fanin,68,1,0.4893226131278932,17.092255999869888,-0.07922022511825813,False,False,22
157930723,fanin,68,0,0.4893226131278932,17.092255999869888,-0.6069984913878699,True,False,49
94605189,fanin,68,0,0.4893226131278932,17.092255999869888,-0.6069984913878699,False,False,7
84460750,fanin,68,1,0.4893226131278932,17.092255999869888,-0.07922022511825813,True,False,26
115723285,fanin,68,1,0.4893226131278932,17.092255999869888,-0.07922022511825813,True,False,38
234435017,fanin,67,0,0.485711326775222,16.83657489425051,-0.6069984913878699,False,False,11
314833118,fanin,67,0,0.485711326775222,16.83657489425051,-0.6069984913878699,False,False,2
234855564,fanin,67,0,0.485711326775222,16.83657489425051,-0.6069984913878699,False,False,11
200990304,fanin,66,0,0.4820729884542205,16.580893788631137,-0.6069984913878699,True,False,36
9904238,fanin,66,1,0.4820729884542205,16.580893788631137,-0.07922022511825813,False,False,40
12990251,fanin,66,0,0.4820729884542205,16.580893788631137,-0.6069984913878699,False,False,41
109383451,fanin,66,0,0.4820729884542205,16.580893788631137,-0.6069984913878699,False,False,49
94628333,fanin,65,0,0.4784069809655998,16.325212683011756,-0.6069984913878699,False,False,7
288315659,fanin,65,0,0.4784069809655998,16.325212683011756,-0.6069984913878699,False,False,34
96384483,fanin,65,1,0.4784069809655998,16.325212683011756,-0.07922022511825813,True,False,33
163832330,fanin,65,1,0.4784069809655998,16.325212683011756,-0.07922022511825813,True,False,29
4692401,fanin,65,0,0.4784069809655998,16.325212683011756,-0.6069984913878699,True,False,48
163654533,fanin,64,1,0.4747126632775413,16.069531577392382,-0.07922022511825813,True,False,29
148568416,fanin,64,1,0.4747126632775413,16.069531577392382,-0.07922022511825813,True,False,39
64364849,fanin,64,0,0.4747126632775413,16.069531577392382,-0.6069984913878699,False,False,36
209826974,fanin,64,0,0.4747126632775413,16.069531577392382,-0.6069984913878699,False,False,20
225011884,fanin,63,1,0.4709893692170694,15.813850471773005,-0.07922022511825813,False,False,5
339502544,fanin,63,0,0.4709893692170694,15.813850471773005,-0.6069984913878699,True,False,13
30846014,fanin,63,0,0.4709893692170694,15.813850471773005,-0.6069984913878699,False,False,37
29197707,fanin,63,1,0.4709893692170694,15.813850471773005,-0.07922022511825813,False,False,37
119656437,fanin,62,0,0.46723640606755973,15.55816936615363,-0.6069984913878699,False,False,47
225018913,fanin,61,1,0.46345305306402523,15.302488260534254,-0.07922022511825813,False,False,5
156316756,fanin,61,1,0.46345305306402523,15.302488260534254,-0.07922022511825813,False,False,45
300413520,fanin,60,0,0.45963855977692164,15.046807154914877,-0.6069984913878699,True,False,30
85004943,fanin,60,0,0.45963855977692164,15.046807154914877,-0.6069984913878699,True,False,26
10075210,fanin,60,0,0.45963855977692164,15.046807154914877,-0.6069984913878699,False,False,36
225320677,fanin,60,0,0.45963855977692164,15.046807154914877,-0.6069984913878699,False,False,5
310147165,fanin,60,0,0.45963855977692164,15.046807154914877,-0.6069984913878699,False,False,2
232029206,fanin,59,1,0.4557921443742086,14.791126049295501,-0.07922022511825813,False,False,1
139273997,fanin,59,0,0.4557921443742086,14.791126049295501,-0.6069984913878699,True,False,28
299155002,fanin,59,1,0.4557921443742086,14.791126049295501,-0.07922022511825813,True,False,30
399972831,fanin,59,0,0.4557921443742086,14.791126049295501,-0.6069984913878699,False,False,12
87630988,fanin,59,0,0.4557921443742086,14.791126049295501,-0.6069984913878699,False,False,26
288717023,fanin,58,0,0.451912991750266,14.535444943676126,-0.6069984913878699,True,False,34
58907824,fanin,58,0,0.451912991750266,14.535444943676126,-0.6069984913878699,False,False,11
163843547,fanin,58,1,0.451912991750266,14.535444943676126,-0.07922022511825813,False,True,29
355238405,fanin,58,0,0.451912991750266,14.535444943676126,-0.6069984913878699,True,False,32
363615254,fanin,58,0,0.451912991750266,14.535444943676126,-0.6069984913878699,False,False,19
66665998,fanin,58,0,0.451912991750266,14.535444943676126,-0.6069984913878699,False,False,38
114655562,fanin,57,1,0.4480002515089837,14.279763838056748,-0.07922022511825813,True,False,38
73357055,fanin,57,0,0.4480002515089837,14.279763838056748,-0.6069984913878699,False,False,42
43128652,fanin,57,0,0.4480002515089837,14.279763838056748,-0.6069984913878699,False,False,10
339648620,fanin,57,1,0.4480002515089837,14.279763838056748,-0.07922022511825813,True,False,13
269905667,fanin,56,0,0.44405303578688576,14.024082732437373,-0.6069984913878699,False,False,25
339120946,fanin,56,1,0.44405303578688576,14.024082732437373,-0.07922022511825813,True,False,13
156195763,fanin,55,0,0.44007041690050686,13.768401626817997,-0.6069984913878699,False,False,45
93575548,fanin,55,0,0.44007041690050686,13.768401626817997,-0.6069984913878699,False,False,33
21632518,fanin,55,0,0.44007041690050686,13.768401626817997,-0.6069984913878699,False,False,36
94634448,fanin,55,0,0.44007041690050686,13.768401626817997,-0.6069984913878699,False,False,7
3646891,fanin,55,0,0.44007041690050686,13.768401626817997,-0.6069984913878699,False,False,48
67628399,fanin,54,0,0.43605142480035824,13.51272052119862,-0.6069984913878699,False,False,35
281347754,fanin,54,0,0.43605142480035824,13.51272052119862,-0.6069984913878699,True,False,24
200628921,fanin,54,1,0.43605142480035824,13.51272052119862,-0.07922022511825813,False,False,36
197480855,fanin,54,0,0.43605142480035824,13.51272052119862,-0.6069984913878699,False,False,44
72399758,fanin,54,1,0.43605142480035824,13.51272052119862,-0.07922022511825813,False,False,42
139276515,fanin,54,0,0.43605142480035824,13.51272052119862,-0.6069984913878699,True,False,28
288574034,fanin,53,0,0.4319950443116901,13.257039415579245,-0.6069984913878699,True,False,34
265806097,fanin,53,0,0.4319950443116901,13.257039415579245,-0.6069984913878699,True,False,34
31168385,fanin,53,0,0.4319950443116901,13.257039415579245,-0.6069984913878699,True,False,40
66421580,fanin,53,0,0.4319950443116901,13.257039415579245,-0.6069984913878699,False,False,46
57014736,fanin,53,0,0.4319950443116901,13.257039415579245,-0.6069984913878699,False,False,35
7218938,fanin,53,0,0.4319950443116901,13.257039415579245,-0.6069984913878699,False,False,48
12805689,fanin,52,0,0.4279002121398116,13.001358309959869,-0.6069984913878699,False,False,41
157957278,fanin,52,0,0.4279002121398116,13.001358309959869,-0.6069984913878699,False,False,49
115270578,fanin,51,1,0.4237658136149403,12.745677204340492,-0.07922022511825813,True,False,38
26426749,fanin,51,1,0.4237658136149403,12.745677204340492,-0.07922022511825813,False,False,36
200628433,fanin,51,0,0.4237658136149403,12.745677204340492,-0.6069984913878699,False,False,36
234895672,fanin,51,0,0.4237658136149403,12.745677204340492,-0.6069984913878699,False,False,11
84997421,fanin,51,1,0.4237658136149403,12.745677204340492,-0.07922022511825813,True,False,26
15862117,fanin,51,1,0.4237658136149403,12.745677204340492,-0.07922022511825813,True,False,14
372872756,fanin,51,1,0.4237658136149403,12.745677204340492,-0.07922022511825813,True,False,22
294329454,fanin,50,0,0.41959067914834447,12.489996098721116,-0.6069984913878699,False,False,27
179084696,fanin,50,1,0.41959067914834447,12.489996098721116,-0.07922022511825813,False,False,9
218263504,fanin,50,1,0.41959067914834447,12.489996098721116,-0.07922022511825813,False,False,47
373081058,fanin,50,0,0.41959067914834447,12.489996098721116,-0.6069984913878699,False,False,22
115722990,fanin,50,0,0.41959067914834447,12.489996098721116,-0.6069984913878699,True,False,38
96378076,fanin,50,0,0.41959067914834447,12.489996098721116,-0.6069984913878699,True,False,33
2880930,fanin,49,0,0.41537358036784866,12.23431499310174,-0.6069984913878699,False,False,1
43560505,fanin,49,1,0.41537358036784866,12.23431499310174,-0.07922022511825813,False,False,1
113979460,fanin,49,0,0.41537358036784866,12.23431499310174,-0.6069984913878699,True,False,21
76941945,fanin,49,0,0.41537358036784866,12.23431499310174,-0.6069984913878699,False,False,45
201000368,fanin,49,0,0.41537358036784866,12.23431499310174,-0.6069984913878699,False,False,36
3294761,fanin,49,1,0.41537358036784866,12.23431499310174,-0.07922022511825813,False,False,48
225015214,fanin,49,0,0.41537358036784866,12.23431499310174,-0.6069984913878699,False,False,5
73160850,fanin,49,0,0.41537358036784866,12.23431499310174,-0.6069984913878699,True,False,42
234574626,fanin,49,0,0.41537358036784866,12.23431499310174,-0.6069984913878699,True,False,11
6418,fanin,97,2,0.4132488933891099,24.507008062831794,0.44855804115135367,False,False,48
54896405,fanin,48,0,0.411113225896519,11.978633887482365,-0.6069984913878699,True,False,35
121801457,fanin,48,1,0.411113225896519,11.978633887482365,-0.07922022511825813,False,False,6
281347711,fanin,48,0,0.411113225896519,11.978633887482365,-0.6069984913878699,False,False,24
94615360,fanin,48,0,0.411113225896519,11.978633887482365,-0.6069984913878699,False,False,7
43387917,fanin,48,0,0.411113225896519,11.978633887482365,-0.6069984913878699,False,False,10
106364654,fanin,48,0,0.411113225896519,11.978633887482365,-0.6069984913878699,False,False,44
201862388,fanin,48,0,0.411113225896519,11.978633887482365,-0.6069984913878699,False,False,36
94590977,fanin,48,1,0.411113225896519,11.978633887482365,-0.07922022511825813,True,False,43
70023047,fanin,48,0,0.411113225896519,11.978633887482365,-0.6069984913878699,True,False,35
29157617,fanin,47,1,0.4068082567334135,11.722952781862988,-0.07922022511825813,False,False,37
73227485,fanin,94,2,0.4068082567334135,23.739964745973666,0.44855804115135367,False,False,42
13168555,fanin,47,0,0.4068082567334135,11.722952781862988,-0.6069984913878699,False,False,48
288676970,fanin,47,0,0.4068082567334135,11.722952781862988,-0.6069984913878699,False,False,34
38615823,fanin,94,2,0.4068082567334135,23.739964745973666,0.44855804115135367,False,False,47
64211564,fanin,47,0,0.4068082567334135,11.722952781862988,-0.6069984913878699,False,False,35
148612058,fanin,47,1,0.4068082567334135,11.722952781862988,-0.07922022511825813,True,False,39
309681794,fanin,47,0,0.4068082567334135,11.722952781862988,-0.6069984913878699,False,False,22
355124164,fanin,47,1,0.4068082567334135,11.722952781862988,-0.07922022511825813,False,False,32
246129196,fanin,47,0,0.4068082567334135,11.722952781862988,-0.6069984913878699,False,False,3
238236336,fanin,47,0,0.4068082567334135,11.722952781862988,-0.6069984913878699,True,False,15
281347729,fanin,47,0,0.4068082567334135,11.722952781862988,-0.6069984913878699,True,False,24
155759301,fanin,47,1,0.4068082567334135,11.722952781862988,-0.07922022511825813,False,False,45
73293386,fanin,46,1,0.4024572411895647,11.467271676243612,-0.07922022511825813,False,False,42
234857121,fanin,46,0,0.4024572411895647,11.467271676243612,-0.6069984913878699,False,False,11
106366227,fanin,46,1,0.4024572411895647,11.467271676243612,-0.07922022511825813,True,False,44
144222669,fanin,46,0,0.4024572411895647,11.467271676243612,-0.6069984913878699,False,False,45
209961658,fanin,46,1,0.4024572411895647,11.467271676243612,-0.07922022511825813,False,False,20
64852016,fanin,92,2,0.4024572411895647,23.228602534734915,0.44855804115135367,False,False,45
67628742,fanin,46,0,0.4024572411895647,11.467271676243612,-0.6069984913878699,False,False,35
235011536,fanin,45,0,0.3980586693257064,11.211590570624237,-0.6069984913878699,True,False,11
30060590,fanin,45,1,0.3980586693257064,11.211590570624237,-0.07922022511825813,True,False,37
218398208,fanin,45,0,0.3980586693257064,11.211590570624237,-0.6069984913878699,True,False,47
75078587,fanin,45,0,0.3980586693257064,11.211590570624237,-0.6069984913878699,True,False,46
12798723,fanin,45,0,0.3980586693257064,11.211590570624237,-0.6069984913878699,False,False,41
156106172,fanin,45,1,0.3980586693257064,11.211590570624237,-0.07922022511825813,False,False,45
219436818,fanin,45,0,0.3980586693257064,11.211590570624237,-0.6069984913878699,False,False,47
238200705,fanin,44,0,0.39361094683048226,10.95590946500486,-0.6069984913878699,False,False,15
87920254,fanin,44,0,0.39361094683048226,10.95590946500486,-0.6069984913878699,False,False,4
179084647,fanin,44,1,0.39361094683048226,10.95590946500486,-0.07922022511825813,False,False,9
363342210,fanin,43,1,0.38911238826876915,10.700228359385484,-0.07922022511825813,True,False,19
218660893,fanin,43,0,0.38911238826876915,10.700228359385484,-0.6069984913878699,True,False,47
16153591,fanin,43,1,0.38911238826876915,10.700228359385484,-0.07922022511825813,True,False,14
163802964,fanin,43,1,0.38911238826876915,10.700228359385484,-0.07922022511825813,False,False,29
31168341,fanin,43,0,0.38911238826876915,10.700228359385484,-0.6069984913878699,False,False,40
30157957,fanin,43,0,0.38911238826876915,10.700228359385484,-0.6069984913878699,False,False,37
234744479,fanin,43,1,0.38911238826876915,10.700228359385484,-0.07922022511825813,True,False,11
115180884,fanin,43,0,0.38911238826876915,10.700228359385484,-0.6069984913878699,False,False,38
156227730,fanin,43,0,0.38911238826876915,10.700228359385484,-0.6069984913878699,False,False,45
106439763,fanin,43,1,0.38911238826876915,10.700228359385484,-0.07922022511825813,False,True,44
383445889,fanin,43,0,0.38911238826876915,10.700228359385484,-0.6069984913878699,True,False,31
120019034,fanin,43,0,0.38911238826876915,10.700228359385484,-0.6069984913878699,True,False,36
89450005,fanin,42,0,0.38456120961904355,10.444547253766109,-0.6069984913878699,False,False,40
299196854,fanin,42,0,0.38456120961904355,10.444547253766109,-0.6069984913878699,False,False,30
149167406,fanin,42,0,0.38456120961904355,10.444547253766109,-0.6069984913878699,False,False,39
219371979,fanin,41,0,0.3799555200060904,10.188866148146731,-0.6069984913878699,False,False,36
346390018,fanin,41,1,0.3799555200060904,10.188866148146731,-0.07922022511825813,True,False,12
200977055,fanin,41,1,0.3799555200060904,10.188866148146731,-0.07922022511825813,False,False,36
4714539,fanin,41,0,0.3799555200060904,10.188866148146731,-0.6069984913878699,False,False,48
27405707,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,1
12804393,fanin,40,1,0.3752933125204007,9.933185042527356,-0.07922022511825813,False,False,41
226728629,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,34
331531997,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,23
190450302,fanin,40,1,0.3752933125204007,9.933185042527356,-0.07922022511825813,False,False,8
94824450,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,33
12672859,fanin,40,1,0.3752933125204007,9.933185042527356,-0.07922022511825813,False,False,41
9490859,fanin,40,1,0.3752933125204007,9.933185042527356,-0.07922022511825813,False,True,6
86821548,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,4
107624551,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,True,False,44
142148753,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,28
139232064,fanin,40,1,0.3752933125204007,9.933185042527356,-0.07922022511825813,True,False,28
272175841,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,24
312931467,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,2
122267457,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,36
272312273,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,24
372686471,fanin,40,0,0.3752933125204007,9.933185042527356,-0.6069984913878699,False,False,22
98034161,fanin,79,2,0.3729403531963972,19.904748161683024,0.44855804115135367,False,False,40
163876058,fanin,39,0,0.3705724539978273,9.67750393690798,-0.6069984913878699,False,True,29
234896846,fanin,39,0,0.3705724539978273,9.67750393690798,-0.6069984913878699,False,False,11
386095359,fanin,39,0,0.3705724539978273,9.67750393690798,-0.6069984913878699,False,False,31
37341170,fanin,39,0,0.3705724539978273,9.67750393690798,-0.6069984913878699,False,False,37
234565871,fanin,39,0,0.3705724539978273,9.67750393690798,-0.6069984913878699,True,False,11
190829768,fanin,39,0,0.3705724539978273,9.67750393690798,-0.6069984913878699,False,False,8
277807108,fanin,39,0,0.3705724539978273,9.67750393690798,-0.6069984913878699,True,False,24
12672535,fanin,38,1,0.3657906736118466,9.421822831288603,-0.07922022511825813,False,False,41
390773289,fanin,38,0,0.3657906736118466,9.421822831288603,-0.6069984913878699,True,False,17
